CaseID;Prefix length;Ground truth;Predicted
2475;2;b'Require upgrade';b'Resolve ticket'
1445;2;b'Assign seriousness';b'Take in charge ticket'
3538;2;b'Resolve ticket';b'Resolve ticket'
3691;2;b'Take in charge ticket';b'!'
1580;2;b'Resolve ticket';b'Resolve ticket'
3545;2;b'Wait';b'Resolve ticket'
3650;2;b'Resolve ticket';b'Resolve ticket'
567;2;b'Resolve ticket';b'Resolve ticket'
1856;2;b'Resolve ticket';b'Resolve ticket'
2790;2;b'Resolve ticket';b'Resolve ticket'
2868;2;b'Wait';b'Resolve ticket'
2855;2;b'Resolve ticket';b'Resolve ticket'
1590;2;b'Resolve ticket';b'Resolve ticket'
3124;2;b'Resolve ticket';b'Resolve ticket'
3056;2;b'Resolve ticket';b'Resolve ticket'
4243;2;b'Wait';b'Resolve ticket'
4461;2;b'Resolve ticket';b'Resolve ticket'
2898;2;b'Resolve ticket';b'Resolve ticket'
3352;2;b'Resolve ticket';b'Resolve ticket'
720;2;b'Resolve ticket';b'Resolve ticket'
2887;2;b'Resolve ticket';b'Resolve ticket'
4079;2;b'Resolve ticket';b'!'
2460;2;b'Resolve ticket';b'Resolve ticket'
379;2;b'Closed';b'!'
2164;2;b'Resolve ticket';b'Resolve ticket'
667;2;b'Resolve ticket';b'Resolve ticket'
4284;2;b'Take in charge ticket';b'Take in charge ticket'
4330;2;b'Resolve ticket';b'Resolve ticket'
2776;2;b'Wait';b'Resolve ticket'
3595;2;b'Resolve ticket';b'Resolve ticket'
4520;2;b'Resolve ticket';b'Resolve ticket'
2706;2;b'Take in charge ticket';b'Take in charge ticket'
1367;2;b'Closed';b'!'
3103;2;b'Resolve ticket';b'Resolve ticket'
1596;2;b'Resolve ticket';b'Resolve ticket'
1577;2;b'Resolve ticket';b'Resolve ticket'
3436;2;b'Resolve ticket';b'Resolve ticket'
675;2;b'Resolve ticket';b'Resolve ticket'
4098;2;b'Resolve ticket';b'Resolve ticket'
1746;2;b'Resolve ticket';b'Resolve ticket'
154;2;b'Wait';b'Resolve ticket'
2329;2;b'Resolve ticket';b'Resolve ticket'
861;2;b'Resolve ticket';b'Resolve ticket'
214;2;b'Resolve ticket';b'Resolve ticket'
3129;2;b'Take in charge ticket';b'Take in charge ticket'
4367;2;b'Resolve ticket';b'Resolve ticket'
1091;2;b'Closed';b'!'
